,Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Body
128472,5186470,620848.0,2011-03-03T20:59:32Z,,0,shooting a ball at an angle?,"<p>When I shoot the ball out of my cannon, the ball does not shoot exactly at the mouse position of the mouse click. At certain angles it seems fine, but others its off by several degrees. Is this the correct formualas?</p>

<p>thanks</p>

<pre><code>public function setPos() {
    destX = gameManager.stage.mouseX;
    destY = gameManager.stage.mouseY;
    var dx:Number = destX -gameManager.tank.x;
    var dy:Number = destY - gameManager.tank.y;

    radians = Math.atan2(dy, dx);
}

public function Shoot() {
     this.x +=  speed *  Math.cos(radians);
    this.y +=  speed *Math.sin(radians);
}
</code></pre>
"
462850,16207840,1085457.0,2013-04-25T06:27:39Z,,2,Where to get windows binaries for gtk-sharp3,"<p>Similar to <a href=""http://stackoverflow.com/questions/6006689/where-can-i-download-precompiled-gtk-3-binaries-or-windows-installer"">this question about GTK+ 3 for Windows</a>, is there any place that offers compiled GTK# bindings for Windows? I searched for a while and can't find any official releases (which makes sense since there are no official GTK3 releases for Windows either), but also neither Banshee nor Xamarin come with GTK(#)-3.</p>

<p>I'm also unsure if <a href=""http://www.mono-project.com/Compiling_GtkSharp"" rel=""nofollow"">these instructions for compiling GTK# 2 on Windows</a> are still valid, but the page doesn't provide an awful lot of detail, so I guess it'll take half a day to figure out of it works that way.</p>

<p>Any other place where I might find the GTK# 3 binaries for Windows?</p>
"
494763,17247600,244330.0,2013-06-22T05:27:01Z,,0,present self.presentingViewController to the foreground,"<p>I have ViewControllers A and B in the code.</p>

<p>A presents B when I press a button. Then in B I add a navigation bar which has a navigation item called ""Back to previous screen"". Then I try to do this logic: when press the navigation item, execute the following code to go back to B's presentingViewController, which, in this case I think it is A. </p>

<pre><code>[self presentViewController:self.presentingViewController animated:YES completion:nil];
</code></pre>

<p>But unfortunately A doesn't show up. I use ""print [self.presentingViewController class]"" command in lldb and I can see the class is A. What have I done wrong?</p>
"
518353,18013700,521946.0,2013-08-02T09:42:56Z,,0,Can I use an AIR Component/Library for developing iOS App using Xcode?,"<p>I want to develop a Flash Live Stream Player on iOS. As you known, Flash does not supported on iOS platform. I searched Google, but all results are about the <a href=""http://www.adobe.com/cn/devnet/air/native-extensions-for-air.html"" rel=""nofollow"">ANE (Air Native Extensions)</a>.
Is there any way that building <strong>Xcode usable</strong> component/control/library/framework from Flash/Flex/AIR? Or any other solutions that playing flash on iOS?
Any advice would be grateful, thanks.</p>
"
956457,31794470,736643.0,2015-08-03T18:39:21Z,,0,Reading enviroment variable in osgi blueprint,"<p>I'm building some camel routes deployed in OSGi (JBoss Fuse)</p>

<p>I'm reading my properties file using this:</p>

<pre><code>  &lt;ext:property-placeholder id=""propiedades""&gt;
    &lt;ext:location&gt;file:/C:/TestBed/sucursal.propiedades&lt;/ext:location&gt;
  &lt;/ext:property-placeholder&gt;
</code></pre>

<p>But now I want change ""file:/C:TestBed/"" for some placeholder with some path (like KARAF_ETC). I know this enviroment variable exists because when I use it in the route, it works ok</p>

<pre><code>    from(URI_IN)
    .log(""{{env:KARAF_ETC}}"") //Output is: C:\jboss-fuse-6.2.0.redhat-133\bin\..\etc
    .to(URI_OUT);
</code></pre>

<p>So, I want to do something like:</p>

<pre><code>  &lt;ext:property-placeholder id=""propiedades""&gt;
    &lt;ext:location&gt;file:{{env:KARAF_ETC}}/sucursal.propiedades&lt;/ext:location&gt;
  &lt;/ext:property-placeholder&gt;
</code></pre>

<p>But does not work.</p>

<p>Property placeholder is kinda tricky, so I tried with file:/{{env:KARAF_ETC}}, file:/{{KARAF_ETC}}, file:${KARAF_ETC} and more combinations but no one works (but some of them throw differents errors).</p>

<p>What is the correct sintaxis to get the enviroments variables in blueprint?</p>
"
1057899,34683560,920267.0,2016-01-08T18:18:44Z,,0,ng-grid rowTemplates not rendering when using multiple grid configurations,"<p>I have a complex situation in which I have three different ng-grid configurations: one for each user role (superuser, admin, normal).</p>

<p>I have each configuration defined as an angular.module().constant, and each uses the same rowTemplate html file (showing the 1st config; each config is minimally different in that some properties are false instead of true):</p>

<pre><code>angular.module('myApp').constant('gridConfig1', {
    data: 'rac.data',
    primaryKey: 'Id', //may need to make this work to hide the id in the grid.
    enableCellSelection: true,
    enableCellEditOnFocus: false,
    enableRowSelection: false,
    multiSelect: false,
    showGroupPanel: true,
    rowTemplate: 'path/to/template.htm',
    columnDefs: [
                  { field: 'Name', displayName: 'Name', enableCellEdit: false, cellClass: ""overflowVisible smallerDropdowns"" }
                , { field: 'QtyMinimum', displayName: 'Minimum', enableCellEdit: false, cellClass: ""overflowVisible smallerDropdowns"" }
                , { field: 'QtyTotal', displayName: 'Total', enableCellEdit: false, cellClass: ""overflowVisible smallerDropdowns"" }
                , { field: 'QtyAvailable', displayName: 'Available', enableCellEditOnFocus: false, editableCellTemplate: 'Redline/gridTemplates/EditInputTemplate.htm', cellClass: ""overflowVisible smallerDropdowns"" }
                , { field: 'Category', displayName: 'Category', enableCellEdit: false, cellClass: ""overflowVisible smallerDropdowns"" }
            ]
</code></pre>

<p>});</p>

<p>Here is the row template:</p>

<pre><code>&lt;div ng-class=""{'bg-danger': row.getProperty('insufficientValue') === true}""&gt;
&lt;div ng-repeat=""col in renderedColumns"" ng-class=""col.colIndex()"" class=""ngCell ""&gt;
    &lt;div ng-cell&gt;&lt;/div&gt;
&lt;/div&gt;
</code></pre>

<p></p>

<p>In my view, I have each ng-grid container represented, with an ng-show on each which calls a property on the controller that returns true/false based on the user's role.</p>

<pre><code>&lt;div class=""col-md-12""&gt;
            &lt;div class=""gridStyle condensed-table"" ng-grid=""rac.defaultReadOnlyGridConfig"" ng-show=""rac.readOnlyMode""&gt;&lt;/div&gt;
            &lt;div class=""gridStyle condensed-table"" ng-grid=""rac.fullEditGridConfig"" ng-show=""rac.fullEditMode""&gt;&lt;/div&gt;
            &lt;div class=""gridStyle condensed-table"" ng-grid=""rac.limitedEditGridConfig"" ng-show=""rac.limitedEditMode""&gt;&lt;/div&gt;
        &lt;/div&gt;
</code></pre>

<p>Additionally, I have a dropdown that allows the user to switch between certain roles, based on the hierarchical level of that user's role.</p>

<pre><code>&lt;ul class=""dropdown-menu"" role=""menu"" ng-show=""rac.superUser""&gt;
                    &lt;li&gt;&lt;a href="""" ng-click=""rac.switchToReadOnlyMode()""&gt;&lt;i class=""fa fa-lock""&gt;&lt;/i&gt; Read Only Mode&lt;/a&gt;&lt;/li&gt;
                    &lt;li&gt;&lt;a href="""" ng-click=""rac.switchToLimitedEditMode()""&gt;&lt;i class=""fa fa-unlock-alt""&gt;&lt;/i&gt; Limited Edit Mode&lt;/a&gt;&lt;/li&gt;
                    &lt;li&gt;&lt;a href="""" ng-click=""rac.switchToFullEditMode()""&gt;&lt;i class=""fa fa-unlock""&gt;&lt;/i&gt; Full Edit Mode&lt;/a&gt;&lt;/li&gt;
                &lt;/ul&gt;

                &lt;ul class=""dropdown-menu"" role=""menu"" ng-show=""rac.adminUser""&gt;
                    &lt;li&gt;&lt;a href="""" ng-click=""rac.switchToReadOnlyMode()""&gt;&lt;i class=""fa fa-lock""&gt;&lt;/i&gt; Read Only Mode&lt;/a&gt;&lt;/li&gt;
                    &lt;li&gt;&lt;a href="""" ng-click=""rac.switchToLimitedEditMode()""&gt;&lt;i class=""fa fa-unlock-alt""&gt;&lt;/i&gt; Limited Edit Mode&lt;/a&gt;&lt;/li&gt;
                &lt;/ul&gt;
</code></pre>

<p>When I switch to a lesser role, the property that would force the other grid to show does so, and the html is rendered in the DOM; however, the grid does not visibly show.</p>

<p>What could I possibly be missing here? Is there a problem with the use of rowTemplates in ng-grid in combination with multiple configurations, and how they are displayed as I have them set up?</p>

<p>Two thoughts:</p>

<ul>
<li>If I comment out the row template on either of the other configurations, the default template shows up with no problem.</li>
<li>If I show all of the grids without hiding them based on their visibility property, all are rendered as expected.</li>
</ul>

<p>Thanks in advance!!</p>
"
1017924,33598740,2823171.0,2015-11-08T20:33:03Z,,0,How can put random effects in the formula of Fit linear mixed model?,"<p>Suppose we have the data set :</p>

<pre><code>ID   Res  X1   X2   Z1   Z2
1     1   1.5  22   2.3  657
1     2   1.8  23   2.4  674
2     3   2.1  18   2.5  681
2     1   2.5  20   2.4  682
3     2   1.9  21   2.4  684
3     3   1.5  25   2.1  674
</code></pre>

<p>(ID: Id number, Res: Response, X1,X2: fixed effects, Z1,Z2: random effect)</p>

<p>To fit <code>Y=XA+ZB</code> I can use <code>lme = fitlme(tbl,formula)</code> in Matlab
so I make the table </p>

<pre><code>tbl=table(D(:,1),D(:,2),D(:,3),D(:,4),D(:,5),D(:,6),'VariableNames',{'Id','Response','FE1','FE2','RE1','RE1'});
</code></pre>

<p>Now to fit we need to use </p>

<pre><code>lme = fitlme(tbl,'y ~ fixed + (random1|grouping1) + ... + (randomR|groupingR)');
</code></pre>

<p>So I put Response, FE1 and FE2 as y and fixed respectively: </p>

<pre><code>lme = fitlme(tbl,'Response ~ FE1 + FE2 + (RF1|???)+(RF2|???)');
</code></pre>

<p>In the Matlab we need to use the grouping variables for the formula where the grouping variables can be categorical, logical, character arrays, or cell arrays of strings.</p>

<p>My question is how can make the grouping variables ?! or how put random effects RF1 and RF2 in the formula with respect my data? or which formula is correct for my data?</p>

<p>Bests
Ali</p>
"
545489,18900720,950931.0,2013-09-19T16:56:15Z,,5,Where to see font files loaded by chrome in the inspector?,"<p>What tab in chrome inspector shows the font files you're loading via font-face? I can't find it under resources. I'm having an issue where one group of font-family files are loading, but another font-family is not. I have checked everything from going directly to the URL and seeing they are indeed present, but I would like to look in the inspector and see it loading the one font-family but not the other. Is this possible with chrome?</p>
"
363160,12959950,1756004.0,2012-10-18T17:04:09Z,2012-10-18T18:46:46Z,-1,How to get text output by pressing images in html page?,"<p>I'm writing an Android app using Phonegap. I want to be able to press an image, for instance numbers from 0-9 and as an output receive the result in a text box.</p>

<p>For instance if I press image that states number one, I get ""1"" in my text-box.</p>

<p>How can it be done using html and JavaScript? </p>
"
237358,8867920,1145015.0,2012-01-15T06:18:00Z,,0,Change Default Web page using htaccess,"<p>This is the file structure of my website</p>

<ul>
<li>app/view/home.php</li>
<li>.index.php</li>
<li>.htaccess</li>
</ul>

<p>Now, I want to redirect the server to app/view/home.php if index.php is accessed.</p>

<p>By going to <a href=""http://localhost/"" rel=""nofollow"">http://localhost/</a>, the app/view/home.php must be the page to be served.</p>

<p>Thanks!</p>
"
1023300,33742420,1359672.0,2015-11-16T18:48:23Z,,1,Android 6 Marshmallow ListView. Start activity with runtime permissions,"<p>I am developing an application for Android Marshmallow (API LEvel 23).</p>

<p>I have an Activity which contains a ListView.<br>
I populate that ListView by using a BaseView Adapter.</p>

<p>I want to start an Activity whenever I push a button inside my ListView.<br>
However, this Activity needs to access the camera which in the latest Android version means that I should ask for the camera permission during runtime.<br>
The camera using Activity will be an ZXing Activity.</p>

<p>Here is the Activity code:</p>

<pre><code>public class ProviderListActivity extends AppCompatActivity {

    public boolean can_access_camera = false;
    public final int got_camera = PackageManager.PERMISSION_DENIED;


    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_provider_list);
        ListView listView = (ListView) findViewById(R.id.ProviderListView);
        CardsDBHelper dbHelper = new CardsDBHelper(this);
        SQLiteDatabase db = dbHelper.getWritableDatabase();
        listView.setAdapter(new ProviderListAdapter(this, db));
    }

    public void start_scan(){
        if (have_camera_permission()){
            start_scan_activity();
        } else {
            Log.d(""ProviderListActivity"", ""I CANNOT ACCESS THE CAMERA"");
        }
    }

    public void start_scan_activity(){
        IntentIntegrator integrator = new IntentIntegrator(this);
        integrator.initiateScan();
    }

    public boolean have_camera_permission(){
        //Check for permissions
        int permissionCheck = ContextCompat.checkSelfPermission(this, Manifest.permission.CAMERA);
        if (permissionCheck == PackageManager.PERMISSION_DENIED){
            ActivityCompat.requestPermissions(this, new String[]{Manifest.permission.CAMERA}, got_camera);
        } else {
            can_access_camera = true;
        }
        return can_access_camera;
    }

    @Override
    public void onRequestPermissionsResult(int requestCode, String permissions[], int[] grantResults) {
        switch (requestCode) {
            case got_camera: {
                // If request is cancelled, the result arrays are empty.
                if (grantResults.length &gt; 0 &amp;&amp; grantResults[0] == PackageManager.PERMISSION_GRANTED) {
                    can_access_camera = true;
                } else {
                    can_access_camera = false;
                }
                return;
            }
            // other 'case' lines to check for other
            // permissions this app might request
        }
    }
}
</code></pre>

<p>The <code>getView()</code> method in my Adapter is:</p>

<pre><code>public View getView(int position, View convertView, final ViewGroup parent) {
Button grid_button;
    if (convertView == null) {
        // if it's not recycled, initialize some attributes
        grid_button = new Button(mContext);
        grid_button.setText(""Hello Text"");
        Drawable d = mContext.getDrawable(R.drawable.circle);
    grid_button.setCompoundDrawablesRelativeWithIntrinsicBounds(null,d,null,null);
    grid_button.setOnClickListener(new View.OnClickListener() {
        @Override
        public void onClick(View v) {
            //What do I need to put inside here?
        }
    });
} else {
    grid_button = (Button) convertView;
}

return grid_button;
}
</code></pre>

<p>You may have noticed that the Adapter gets an extra db argument.<br>
This is a SQLite database object which is which is used inside the Adapter, but this is not relevant.</p>

<p>I am not sure how to call my scan Activity by using the <code>onClick</code> override.<br>
I tried passing the parent Activity as an argument in the Adapter and call the scan method, but I get the following exception:  </p>

<pre><code>java.lang.IllegalArgumentException: Can only use lower 8 bits for requestCode` 
</code></pre>

<p>Does anyone have a solution for my problem?</p>
"
667725,22844450,2647888.0,2014-04-03T17:10:15Z,,-1,How to use awk/sed/grep to filter out only the latest string in a real-time log file,"<p>this thing is really confusing me. Suppose I have a file like this </p>

<pre><code>09:35:24 03/04/2014  Pink Floyd the best band in the world KING KING
09:44:21 03/04/2014 Led Zeppelin the greatest hard rock band ever 
09:54:21 03/04/2014 Bon scott I love Bon scott KING KING
10:15:23 03/04/2014 AC/DC is the best
10:35:43 03/04/2014 It's all a joke 
12:46:55 03/04/2014 No value nothing is there here KING KING 
15:35:43 03/04/2014 It's all a joke1 
15:39:43 03/04/2014 It's all a joker KING KING
15:55:43 03/04/2014 It's all a jokeeyyyy 
</code></pre>

<p>Now the above one is a file which will be created in the morning and it keeps appending till midnight. Now I have to extract lines where the pattern KING KING exists. Mine is a monitoring script so it checks this file every 60s for the pattern KING KING and if it exists I shall put it in a new file for further operations. Now if you see <strong>timestamps</strong> are different.At 10:15 I got the first 2 lines with the matching pattern. Now at 12:46 when I run the script I don't want the previously found Matching Pattern again 
I,e at 12:46 I only want <code>""12:46:55 03/04/2014 No value nothing is there here KING KING ""</code> 
and not again the values at 09:54 and 09:35 (I,e Bon scott and Pink Floyd) So basically how do I use grep/sed/awk to filter only the latest and not give me the old ones. Thanks.</p>

<p>EDIT:</p>

<p>at 10:00 My script runs I grep for KING KING and get the Pink Floyd and Bon Scott lines. Now again (say) at 16:00 My script runs I only want the strings </p>

<pre><code>12:46:55 03/04/2014 No value nothing is there here KING KING
</code></pre>

<p>and</p>

<pre><code>15:39:43 03/04/2014 It's all a joker KING KING
</code></pre>

<p>and not the older ones. Please note there can be many occurrences of KING KING pattern not only 2.</p>
"
332639,11961410,1541722.0,2012-08-14T21:56:10Z,,-1,"Javascript, Getting Length of String Held in Array","<pre><code>k = [['a'], ['ab'], ['abc']];
alert(k[2].length);
</code></pre>

<p>The above code fragment returns 1.</p>

<p>How can I get the length of the string, 3 in this case?</p>
"
538485,18673900,2070518.0,2013-09-07T13:39:23Z,,34,how to center and Crop an image to square with CSS,"<p>I need to always crop a random-sized image to a square 160x160 using only CSS.
The images should stay centered when cropped.</p>

<p>My markup should be:</p>

<pre><code>&lt;a href=""#"" class=""cropper""&gt;
   &lt;img src=""image"" alt=""description"" /&gt;
&lt;/a&gt;
</code></pre>

<p>Searching on Stackoverflow I've found some answers (ex: <a href=""http://stackoverflow.com/questions/17745559/css-how-to-crop-an-image-to-a-square-if-its-already-square-then-resize-it"">this</a>) but them doesn't work for horizontal OR vertical images.</p>

<p>I need to be able to transform in a squares both:</p>

<p><img src=""http://lorempixel.com/500/200"" alt=""img""></p>

<p>and</p>

<p><img src=""http://lorempixel.com/200/500"" alt=""img""></p>

<p>Without know which one is an horizontal rectangle or a vertical rectangle, it should also support already squared images.</p>

<p>I've no clues and I can't neither write some code to try it, no idea of where start to write it.</p>

<p>Any suggestion?</p>
"
948393,31552090,4990983.0,2015-07-22T00:51:06Z,,1,How to deface the product form in spreecommerce admin panel?,"<p>I'm trying to deface the product form in spreecommerce admin panel.</p>

<p>I have 5 taxonomies and many taxons. Adding all of them from a form is getting difficult.</p>

<p>So, I'm trying add different fields for the taxons in each taxonomy. ie, there will be 5 fields for taxons.</p>

<p>I'm started defacing the product form like this,</p>

<h1>app/overrides/add_category_to_product_edit.rb</h1>

<pre><code>Deface::Override.new(:virtual_path =&gt; 'spree/admin/products/_form',
  :name =&gt; 'add_category_to_product_edit',
  :insert_after =&gt;""[data-hook='admin_product_form_taxons']"",
  :text =&gt; ""
          &lt;%= f.field_container :categories, class: ['form-group'] do %&gt;
          &lt;%= f.label :, Spree.t(:categories) %&gt;
          &lt;%= f.collection_select(:) %&gt;
          &lt;%= f.error_message_on :%&gt;
          &lt;% end %&gt;

  "")
</code></pre>

<p>I want to display the taxons belongs to a taxonomy id in that menu. How to get the taxons of a particular taxonomy? How can I complete this deface script?</p>
"
8287,548090,35615.0,2009-02-13T23:25:40Z,,64,Dynamic SQL - EXEC(@SQL) versus EXEC SP_EXECUTESQL(@SQL),"<p>What are the real world pros and cons of executing a dynamic SQL command in a stored procedure in SQL Server using</p>

<pre><code>EXEC (@SQL)
</code></pre>

<p>versus</p>

<pre><code>EXEC SP_EXECUTESQL @SQL
</code></pre>

<p>?</p>
"
849823,28551810,2868544.0,2015-02-16T22:58:32Z,,0,Passing json object to collection causes errors,"<p>So this is my code so far. Just trying to understand how all these libraries work but cant find the problem. Im using RequireJS, BackboneJS, Handlebars.</p>

<p>As you can see in ClientsView.js im trying to create a new instance of ClientsCollection and pass json object. 
This is the error I get in the chrome console, if you expand it:</p>

<pre><code>Uncaught TypeError: Cannot read property 'prototype' of undefinedbackbone.js:689 i.extend.setbackbone.js:638 i.extend.addbackbone.js:769 i.extend.resetbackbone.js:607 e.Collectionbackbone.js:1566 sClientsView.js:17 Backbone.View.extend.initializebackbone.js:1001 e.Viewbackbone.js:1566 srouter.js:10 initializeapp.js:9 initializemain.js:15 (anonymous function)require.js:27 d.execCbrequire.js:10 orequire.js:12 arequire.js:12 orequire.js:12 arequire.js:12 orequire.js:12 arequire.js:12 orequire.js:12 arequire.js:12 orequire.js:12 arequire.js:12 orequire.js:15 xrequire.js:15 mrequire.js:21 g.completeLoadrequire.js:27 d.onScriptLoad
</code></pre>

<p>However if I pass nothing there are no errors.</p>

<p>I checked requireJS paths and names, nothing.</p>

<p>There must be something very stupid that I am missing. Thank you for your time.</p>

<p>ClientModel.js</p>

<pre><code>define([
    'underscore',
    'handlebars',
    'backbone'
], function(_, Handlebars, Backbone){

    var ClientModel = Backbone.Model.extend({
        defaults: {
            'ID' : '',
            'name' : '',
            'birthdate' : '',
            'email' : ''
        }
    });
});
</code></pre>

<p>ClientsCollection.js</p>

<pre><code>define([
    'underscore',
    'handlebars',
    'backbone',
    'models/Client/ClientModel'
], function(_, handlebars, backbone, ClientModel){

    var ClientsCollection = Backbone.Collection.extend({

        model: ClientModel,

        //initialize: function(models, options) {},

        // comparator: function(client) {
        //  return client.get('name');
        // }
    });

    return ClientsCollection;
});
</code></pre>

<p>ClientsView.js</p>

<pre><code>define([
    'jquery',
    'underscore',
    'handlebars',
    'backbone',
    'text!templates/clients/ClientsListTemplate.html',
    'collections/ClientsCollection/ClientsCollection'
], function($, _, Handlebars, Backbone, ClientsListTemplate, ClientsCollection){

    var ClientsView = Backbone.View.extend({

        tagName: 'div',

        template: Handlebars.compile(ClientsListTemplate),

        initialize: function() {
            this.collection = new ClientsCollection([ { 'ID' : 1, 'name' : 'egis', 'birthdate' : '02', 'email' : 'email' } ]);
            this.render();
        },

        render: function() {
            this.$el.html(this.template({ clients : this.collection.toJSON() }));
            return this;
        }
    });

    return ClientsView;
});
</code></pre>

<p>router.js</p>

<pre><code>define([
    'jquery',
    'handlebars',
    'underscore',
    'backbone',
    'views/clients/ClientsView'
], function($, _, Handlebars, backbone, ClientsView){

    var initialize = function() {
        var newClientsView = new ClientsView();
        $('#clients-list').html(newClientsView.render().el);
    }

    return {
            initialize: initialize
        }
});
</code></pre>
"
1083081,35372850,5920665.0,2016-02-12T21:56:41Z,,1,Alamofire request coming up nil,"<p>I'm developing an iOS app which user WebServices and I find Alamofire just perfect for what I'm doing but I'm having a problem; the app asks the user to login which is an Alamofire call and does it just fine.</p>

<p>The problem is, it has to create a collection view based on the content of another Alamofire request but is always <code>nil</code>.</p>

<pre><code>    func getJSON(URLToRequest: String) -&gt; JSON {

    let comp:String = (prefs.valueForKey(""COMPANY"") as? String)!
    let params = [""company"":comp]
    var json:JSON!

    let request = Alamofire.request(.POST, URLToRequest, parameters: params).responseJSON {
        response in
        switch response.result {
        case .Success:
            if let value = response.result.value {
                json = JSON(value)
            }
        default:
            json = JSON("""");

        }
    }
    debugPrint(request.response)

    return json;
}
</code></pre>

<p>The same codeblock works perfect for the Login but doesn't in this case BTW the debug Print always print <code>nil</code></p>

<p><a href=""http://i.stack.imgur.com/pDDhu.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/pDDhu.png"" alt=""Debug Print""></a></p>
"
160204,6274960,776638.0,2011-06-08T06:26:46Z,,1,design pattern - dispatcher,"<p>I have a use-case like the following:</p>

<p>Lets say I have an  enumType Foo (possible values A,B,C).
Suppose I have</p>

<pre><code>Class Bar{
 List&lt;Foo&gt; foos; // list of Foo objects where each object can have 1 of 3 possible values
 long id;
 String name;
 String num;
 ...
}
</code></pre>

<p>My clients would call a method ""dispatch"" in Dispatcher class, which takes in ""Bar"".</p>

<p>Now for each (Foo foo : foos), it delegates the actual dispatch to specific types (i.e. I want a seperate handler for A, B and C type of messages).</p>

<p>Secondly, the message which has to be dispatched should be created differently for A, B and C. Based on the value of foo, we pick up the message from templates and insert ""name"", ""num"" as obtained from Bar).</p>

<p>Are there specific patterns I am looking at for this design? How should I be designing such a system. would appreciate a discussion or pointers to existing patterns or best practices.</p>
"
149767,5915910,373715.0,2011-05-06T19:05:20Z,,3,How do I perform binary addition on a mod type in Ada?,"<p>Very specific issue hereâ¦and no this isnât homework (left that farâ¦far behind).  Basically I need to compute a checksum for code being written to an EPROM and Iâd like to write this function in an Ada program to practice my bit manipulation in the language.</p>

<p>A section of a firmware data file for an EPROM is being changed by me and that change requires a new valid checksum at the end so the resulting system will accept the changed code.  This checksum starts out by doing a modulo 256 binary sum of all data it covers and then other higher-level operations are done to get the checksum which I wonât go into here.</p>

<p>So now how do I do binary addition on a mod type?  </p>

<p>I assumed if I use the â+â operator on a mod type it would be summed like an integer value operationâ¦a result I donât want.  Iâm really stumped on this one.  I donât want to really do a packed array and perform the bit carry if I donât have to, especially if thatâs considered âold hatâ.  References Iâm reading claim you need to use mod types to ensure more portable code when dealing with binary operations.  Iâd like to try that if itâs possible. I'm trying to target multiple platforms with this program so portability is what I'm looking for.</p>

<p>Can anyone suggest how I might perform binary addition on a mod type? </p>

<p>Any starting places in the language would be of great help. </p>
"
716247,24373670,3727724.0,2014-06-23T19:18:41Z,,1,how to rewrite head.phtml in magento,"<p>I want to change the page title in magento. 
In my <code>app/design/frontend/default/customPackage/template/page/html/head.phtml</code>, there are lines control all page title(what I want just to modify the catalog page's title)</p>

<pre><code>&lt;title&gt;
&lt;?php 
     if ($current_product = Mage::registry('current_product')) { 
        echo substr($current_product-&gt;getName() . "" - "" . Mage::helper('core')-&gt;currency($current_product-&gt;getFinalPrice(), true, false),0,69);
    } else {

        echo substr(str_replace(""- Products"","""",$this-&gt;getTitle()),0,100);
    }
     ?&gt;&lt;/title&gt;
</code></pre>

<p>but I don't want to modify directly from head.phtml in <code>app/design/frontend/default/customPackage/template/page/html</code>, instead, I want to replace this <code>head.phtml</code> with another <code>head.phtml</code> in my own module tempate files.Let's say , make it <code>app/design/frontend/default/customPackage/template/catalog/html/head.phtml</code> instead</p>
"
1172286,37767110,4007564.0,2016-06-11T18:17:13Z,,1,np.tile to repeat an 1D array,"<p>I have an ndarray, <code>A</code>, 
and I want to multiply this ndarray element wise by another 1D array <code>b</code> where I assume that <code>A.shape[i] = len(b)</code> for some <code>i</code>. I need this generality in my application.</p>

<p>I can do this using <code>np.tile</code> as follows:</p>

<pre><code>A = np.random.rand(2,3,5,9)
b = np.random.rand(5)
i = 2
b_shape = np.ones(len(A.shape), dtype=np.int)
b_shape[i] = len(b)
b_reps = list(A.shape)
b_reps[i] = 1
B = np.tile(b.reshape(b_shape), b_reps)

# Here B.shape = A.shape and
# B[i,j,:,k] = b for all i,j,k
</code></pre>

<p>This strikes me as ugly. Is there a better way to do this? </p>
"
473830,16568270,315427.0,2013-05-15T14:49:37Z,,0,GK local player authentication,"<p>My app supports iOS 5.x -> 6.x. It is using Game Kit. However, it says in documentation that </p>

<pre><code>authenticateWithCompletionHandler 
</code></pre>

<p>is deprecated in iOS 6.0 and I have to use </p>

<pre><code>authenticateHandler
</code></pre>

<p>Does it mean my app will get rejected for App Store if I use <code>authenticateWithCompletionHandler</code> and claim my app should work on iOS 6 as well?</p>
"
246355,9165120,272454.0,2012-02-06T18:21:14Z,,0,Regex username for codeigniter route,"<p>I am trying to get my regex to not allow the following words:</p>

<ul>
<li>create </li>
<li>Forum</li>
</ul>

<p>I also would like to allow only 1 underscore..</p>

<p>Here is what I have so far:</p>

<pre><code>$route['(^[A-Za-z][A-Za-z0-9]{3,20}+$)'] = ""users/index"";
</code></pre>
"
1019993,33654160,3707065.0,2015-11-11T15:40:01Z,,0,r- ggplot decrease number of intervals of axis or spacing the axe tiks,"<p>I've made a group plot of time series with ggplot with this syntax:</p>

<pre><code>ggplot(Tur_flow, aes(x=time, group=parameter, colour=parameter))
    + geom_point(aes(y=value), size=1)
    + stat_smooth(aes(y=value), method=lm)
    + facet_grid(parameter ~ Section, scale=""free_y"")
    + theme_minimal()
    + theme(text = element_text(size=16))

dput(head(Tur_flow))
structure(list(Section = structure(c(2L, 2L, 2L, 2L, 2L, 2L), .Label = c(""S-5"", ""S-50"", ""S+5"", ""S+50""), class = ""factor""), parameter = structure(c(3L, 
3L, 3L, 3L, 3L, 3L), .Label = c(""Discharge"", ""Mean_Velocity"", 
""T_15"", ""T_25"", ""T_65"", ""Water_Depth""), class = ""factor""), time = structure(c(6L, 13L, 20L, 27L, 34L, 41L), .Label = c(""11:59:55"", ""11:59:56"", 
""11:59:58"", ""11:59:59"", ""12:00:00"", ""12:00:02"", ""12:00:05"", ""12:00:55"", 
""12:00:56"", ""12:00:58"", ""12:00:59"", ""12:01:00"", ""12:01:01"", ""12:01:05"", 
""12:01:55"", ""12:01:56............. ""8.30"", ""8.31"", ""8.41"", ""8.54"", ""8.94"", ""800.31"", ""822.01"", ""828.77"", ""839.30"", ""846.11"", ""847.60"", ""8497.25"", ""894.21"", ""91.66"", ""91.67"", ""91.68"", ""91.90"", ""92.08"", ""92.23"", ""92.54"", ""93.23"", ""974.50"", ""N/A""), class = ""factor"")), .Names = c(""Section"", ""parameter"", 
""time"", ""value""), row.names = c(NA, 6L), class = ""data.frame"")
</code></pre>

<p><a href=""http://i.stack.imgur.com/hIZMc.jpg"" rel=""nofollow""><img src=""http://i.stack.imgur.com/hIZMc.jpg"" alt=""Plot example""></a></p>

<ol>
<li>How can I reduce the interval of both x and y axis? I mean spacing the axes? The x_axis data is time?</li>
<li>On y-axis how can I reduce decimal numbers?</li>
</ol>
"
