,Id,OwnerUserId,CreationDate,ParentId,Score,Body
1934666,38405344,494134.0,2016-07-15T21:36:36Z,38405210,2,"<p>Change your cron job to run a shell script.  Inside the shell script, set <code>PYTHONPATH</code> and then call the python program.</p>

<p>Change your cron job to this:</p>

<pre><code>/path/to/my_shell_script.sh
</code></pre>

<p>Contents of <code>my_shell_script.sh</code>:</p>

<pre><code>export PYTHONPATH=something
python /path/to/py/python/program.py
</code></pre>

<p>If you don't want to have a separate shell script, you can cram it all into the cron entry, although it can get very long:</p>

<pre><code>PYTHONPATH=something python /path/to/py/python/program.py
</code></pre>
"
330395,5720375,224671.0,2011-04-19T17:38:18Z,5720360,7,"<p>A reference to an array of type T and length N. </p>

<p>This is a natural extension of C's pointer-to-array syntax, and is supported by C++03.</p>

<p>You could use <a href=""http://cdecl.ridiculousfish.com/?q=int%28%26var%29%5B3%5D"" rel=""nofollow"">cdecl.org</a> to try to parse these complex type declarations.</p>
"
330398,5720414,415784.0,2011-04-19T17:42:13Z,5720360,2,"<blockquote>
  <p>What are left and right? Are they references to arrays? Is this code allowed by C++ ISO standard 2003 or later?</p>
</blockquote>

<p>Yes. They're <em>references</em> to arrays.</p>

<p>That means, you can call <code>swap_impl</code> as:</p>

<pre><code>int a[10]; //array
int b[10];
//...
swap_impl(a,b); //correct
</code></pre>

<p>But you <strong>cannot</strong> call <code>swap_impl</code> as:</p>

<pre><code>int *a = new int[10]; //pointer 
int *b = new int[10];
//...
swap_impl(a,b); //compilation error
</code></pre>

<hr>

<p>Also note that you cannot do even this:</p>

<pre><code>int a[10];
int b[11];
//...
swap_impl(a,b); //compilation error - a and b are arrays of different size!
</code></pre>

<p>Important point:</p>

<p><strong>- Not only arguments must be arrays, but the arrays must be of same size!</strong></p>
"
330399,5720422,710131.0,2011-04-19T17:43:36Z,5720360,1,"<p>This is the way to declare a reference to an array of T (of size N) named left and right.  The code is legal C++.</p>

<p>This allows you to pass in:</p>

<pre><code>int ones[5] = { 1,1,1,1,1 };
int twos[5] = { 2,2,2,2,2 };

swap_impl(ones, twos);
</code></pre>

<p>Then template type inference will know that you have T = int and N = 5 and do the in-place swap.  If you mismatch the types or the size, you get a handy compilation failure.</p>
"
330400,5720439,14065.0,2011-04-19T17:45:06Z,5720360,1,"<p>Yes this is standard C++ allowed from very early on (its basically C with the addition of a reference).</p>

<p>Using typedefs makes it easier to read:</p>

<pre><code>int main()
{
    typedef  int (&amp;MyArray)[4];
    int      data[4];
    MyArray  dataRef = data;
}
</code></pre>

<p>It sort of mirrors the function typedef</p>

<pre><code>typedef int (*MyFunc)();
</code></pre>
"
1362612,26076287,1275169.0,2014-09-27T15:36:46Z,26076210,2,"<p>You define the array with size <code>8x8x8</code> but initializing it with <code>9x8x8</code> elements. Fix the size with:</p>

<pre><code>#define MAP_01_WIDTH 9
</code></pre>

<p>Or better yet, let the compiler calculate that:</p>

<pre><code>char MAP_01[][MAP_01_DEPTH][MAP_01_HEIGHT] = {...};
</code></pre>
"
693676,12418442,1471341.0,2012-09-14T05:06:25Z,12417780,1,"<p>Even you cleared your 'Upomp_Res' Project , Eclipse will keep Launch configuration for that project. You need to Navigate Run->Run Configuration . Under Android Application right click on 'Upomp_Res' and click remove </p>
"
444575,7776459,504179.0,2011-10-15T07:31:12Z,7776320,2,"<p>It would be great, but not, all permission must be granted during installation :-(
Only exception is access to the google profile, this will be authorized during first access.
I hope that a future android version will can do that.</p>

<p>Cyanogen can do opposite. You must grant all permissions during install, but you can explicitly remove them later. But it result in application crash very often. This is only for advanced users.</p>
"
1736398,34092803,4515690.0,2015-12-04T16:21:48Z,34083200,0,"<p>I just got it! 
If you installed these two api by CocoaPod, CocoaPod will link each of these two frameworks targets with corresponding libraries. <strong>But one library must also present for Mapbox-iOS-SDK: CoreTelephony.</strong> 
Click on <strong>Pods</strong> project then select the target as Mapbox-iOS-SDK, in Build Phases tab, go to Link Binary with Libraries and add CoreTelephony.framework for Mapbox. It should work fine.</p>

<p>Also, regarding the Mapbox SDK 3.0.0 api setup, a total of 2 keys should be added to info.plist: </p>

<ul>
<li><strong>MGLMapboxAccessToken</strong> as String and value should be your Mapbox account token</li>
<li><strong>NSLocationAlwaysUsageDescription</strong> as String and value is defined by your preference</li>
</ul>

<p>If using swift, a bridging header should be created as any name you want, then adding following code to it (you don't need to import Parse in bridging header since only Mapbox is written in Objective-C):</p>

<pre><code>#import &lt;Mapbox/Mapbox.h&gt; 
</code></pre>

<p>Then change <strong>Objective - C Bridging Header</strong> value in <strong>Build Settings</strong> to path where you store your bridging header.h file(example: <strong>Briding-Header.h</strong>). </p>

<p><strong>NOTE:You need to make sure you store bridging header file under the project root folder. If not, you need to first specify which subfolder it is in.</strong></p>

<p>Finally, don't forget to import Mapbox and Parse at where you want to use it:</p>

<pre><code>import Bolts
import Parse
import Mapbox
</code></pre>

<p>Hope this helps!</p>
"
1736413,34093107,977220.0,2015-12-04T16:37:03Z,34083200,1,"<p>There's an issue around Core Telephony that's just been fixed and will surface in 3.0.1. In the meantime, you can avoid linking Core Telephony or you can install the preview release like so: </p>

<pre><code>pod 'Mapbox-iOS-SDK', :podspec =&gt; 'https://raw.githubusercontent.com/mapbox/mapbox-gl-native/ios-v3.0.1-pre.1/ios/Mapbox-iOS-SDK.podspec'
</code></pre>

<p>More here: <a href=""https://github.com/mapbox/mapbox-gl-native/issues/3112"" rel=""nofollow"">https://github.com/mapbox/mapbox-gl-native/issues/3112</a></p>
"
1411369,27143600,2534373.0,2014-11-26T07:38:19Z,27142950,0,"<p>Add a notification on viewDidLoad<br>
 <code>[[NSNotificationCenter defaultCenter] addObserver:self selector:@selector(calendarPermissionGranted:) name:@""calendarProcessingCompleted"" object:nil];</code></p>

<p>once the calendar permission granted it will post the notification from here. </p>

<pre><code> __block NSMutableArray* someData;
    [eventStore requestAccessToEntityType:EKEntityTypeEvent completion:^(BOOL granted, NSError *error) {
        //We are going to fetch events from today to the next 1 year
        if (granted) {
            //Processing
            [someData addObject:@""Something Added""]

             dispatch_async(dispatch_get_main_queue(), ^{
                    //notify your class that processing has been done.
                  [[NSNotificationCenter defaultCenter]   postNotificationName:@""calendarProcessingCompleted"" object:nil userInfo:nil];
              });
        }
}];
</code></pre>

<p>Capture it in method </p>

<pre><code>-(void)calendarPermissionGranted:(NSNotification *)noti{

}
</code></pre>

<p>May be this what you are looking for.</p>
"
1181484,22213226,3006597.0,2014-03-06T01:46:58Z,22213150,0,"<pre><code>df &lt;- data.frame(Error=skill$Error,NameID=skill$NameID)
df &lt;- df[order(df$Error, decreasing=TRUE), ]
</code></pre>

<p>best of luck with whatever you are doing.  Hopefully you have someone else to learn some R from.</p>
"
1181485,22213227,3189041.0,2014-03-06T01:47:00Z,22213150,0,"<p>Assuming that <code>skill</code> is a data frame</p>

<pre><code>Errors &lt;- skill[,c(""Error"",""NameID"")]
Errors &lt;- Errors[order(-Errors$Error),]
</code></pre>

<p>You don't want to ever use sort in a data frame because it sorts whatever column you tell it to independently from the rest of the data frame. You only ever want order, order keeps the links between other columns intact.</p>
"
458058,8020920,732284.0,2011-11-05T14:50:16Z,8020910,2,"<p>No, you should not create multiple instances of PDO in that case. Just create 1 instance and use <a href=""http://www.php.net/manual/en/pdo.query.php"" rel=""nofollow""><code>PDO::query()</code></a> on it. For example:</p>

<pre><code>$pdo = new PDO(...);

/* ... */

$pdo-&gt;query(""SELECT * FROM table1"");

/* ... */

$pdo-&gt;query(""SELECT * FROM table2"");

/* ... etc ... */
</code></pre>

<p>If the query contains parameters, then prefer using <a href=""http://www.php.net/manual/en/pdo.prepare.php"" rel=""nofollow""><code>PDO::prepare()</code></a> and <a href=""http://www.php.net/manual/en/pdostatement.execute.php"" rel=""nofollow""><code>PDOStatement::execute()</code></a> instead of <code>PDO::query()</code>. You can find an example in the <a href=""http://www.php.net/manual/en/pdo.prepare.php"" rel=""nofollow"">documentation</a> for <code>PDO::prepare()</code>.</p>
"
458059,8020927,630344.0,2011-11-05T14:51:44Z,8020910,0,"<p>yes, you initially connect to the database by creating an instance of the PDO object. But you use this object to run queries with and the results are packed into another class.</p>

<p>So you mainly have several classes with your query results, but just one connection to the database which runs the queries.</p>
"
458064,8020954,871050.0,2011-11-05T14:55:48Z,8020910,2,"<p>The PDO Object stores the <strong>connection</strong> in which the queries are carried out. Normally, you only need one of those.</p>

<p>While there are cases where 2 connections might be convinient (When connecting to entirely different databases for instance), you generally only need one instance of the PDO class.</p>

<p>What you will have multiple instances of, is the PDOStatement class. Which stores the query statements themselves (as well as the results). So for every query you will have a single PDOStatement instance.</p>
"
21119,395347,37522.0,2008-12-27T20:02:38Z,395340,24,"<pre><code>class RecipeContent(models.Model):
  ...
  def __unicode__(self):
    # You can access ForeignKey properties through the field name!
    return self.recipe.name
</code></pre>
"
21565,403724,12138.0,2008-12-31T18:31:53Z,395340,0,"<p>Yes, you can (as bishanty points), but be prepared for situation when <code>__unicode__()</code> is called but FK is not set yet. I came into this few times.</p>
"
385873,6714575,733034.0,2011-07-16T01:01:29Z,395340,1,"<p>If you only care about the name part of the Recipe, you can do:</p>

<pre><code>class Recipe(models.Model):
    name = models.CharField(max_length=30, primary_key=True)
    comments = models.TextField(blank=True)
    ...

    def __unicode__(self):
        return self.name

class RecipeContent(models.Model):
    recipe = models.ForeignKey(Recipe)
    ...

    def __unicode__(self):
        return str(self.recipe)
</code></pre>
"
1949716,38733357,1464112.0,2016-08-03T02:24:23Z,38733310,1,"<p>you can <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/eval"" rel=""nofollow"">eval()</a> it. Observe the following example...</p>

<pre><code>function something() {
    console.log('did');
} 

var str = 'something()'

eval(str) // did
</code></pre>

<p>As comments suggest, not the best idea to take and run with - though it works... To expand on that just a bit more, I found this blog post which shares some good pointers on the somewhat controversial usage of this technique: <a href=""https://www.nczonline.net/blog/2013/06/25/eval-isnt-evil-just-misunderstood/"" rel=""nofollow"">eval() isnât evil, just misunderstood</a></p>

<hr>

<p><a href=""https://jsfiddle.net/8hho29bL/"" rel=""nofollow"">JSFiddle</a> - simple demo</p>
"
1949717,38733368,5647260.0,2016-08-03T02:25:25Z,38733310,1,"<p>You can do eval, although it is frowned upon because of it's vulnerabilities. Something you could do is find it in the window object and then execute:</p>

<pre><code>window[""functionName""](args);
</code></pre>

<p>Calling with eval:</p>

<pre><code>function test() { 
    console.log('test');
}

var fnstring = ""test()"";
eval(fnstring);
</code></pre>
"
1949720,38733430,2025201.0,2016-08-03T02:32:04Z,38733310,1,"<p>you can use <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/eval"" rel=""nofollow"">eval</a> to evaluates JavaScript code represented as a string.
<code>eval(a_string)</code> but </p>

<p><a href=""http://stackoverflow.com/questions/86513/why-is-using-the-javascript-eval-function-a-bad-idea"">eval is bad</a></p>

<ul>
<li>Improper use of eval opens up your code for injection attacks</li>
<li>Debugging can be more challenging (no line numbers, etc.)</li>
<li>eval'd code executes more slowly (no opportunity to compile/cache eval'd code)</li>
</ul>

<p>you better change your implementation instead of saving a <code>string function call</code></p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function nr1(p0, p1){
    console.log('nr1 p0: ', p0);
    console.log('nr1 p1: ', p1);
}

function nr2(p0, p1){
    console.log('nr2 p0: ', p0);
    console.log('nr2 p1: ', p1);
}

function nr3(p0, p1){
    console.log('nr3 p0: ', p0);
    console.log('nr3 p1: ', p1);
}

var a_string = ""nr2(27, 42)"";

eval(a_string);</code></pre>
</div>
</div>
</p>
"
1293365,24594630,3283790.0,2014-07-06T09:52:40Z,24594370,3,"<p><strong>The problem</strong></p>

<p>In <code>set_kill()</code>, you are creating a new local variable <code>kill</code> setting it to <code>state</code>, and returning from the function.  You are not actually updating the value of <code>kill</code> in the global scope.</p>

<p>To do that, you would need to have:</p>

<pre><code>def set_kill(state):
    global kill
    kill = state
</code></pre>

<p><strong>A better way</strong></p>

<p>Using globals like that is generally considered bad practice, you probably want to convert your <code>kill</code> variable and functions into an object, to encapsulate that data and behaviour together:</p>

<pre><code>class Kill(object):
    kill = False
    def get(self):
        return self.kill
    def set(self, value):
        self.kill = value
</code></pre>

<p>Which you would use like this:</p>

<pre><code>class MyThread(Thread):
    def __init__(self, thread_id, thread_name, count, kill):
        self.kill = kill
        ...

    def do_job(self, ...):
        while not self.kill.get():
            ...

if __name__ == '__main__':
    kill = Kill()
    a = My_Thread(1, ""Thread-1"", 2, kill)
    b = My_Thread(2, ""Thread-2"", 1, kill)
    ...
    kill.set(True)
</code></pre>
"
1885802,37331272,424129.0,2016-05-19T18:22:59Z,37331220,1,"<p>I would have an <code>Image</code> in XAML, and in the XAML, I would bind <code>Image.Source</code> to a property of type <code>ImageSource</code> on my viewmodel. I'd have a <code>FileSystemWatcher</code> update that <code>ImageSource</code> property when the .jpg on the disk changed, and I would raise <code>PropertyChanged</code> when that happened. </p>

<p>In XAML, you update UI control content/properties by using the <code>Binding</code> class to bind viewmodel properties to the control's dependency properties. The <code>Binding</code>s update the control in response to the raising of <code>INotifyPropertyChanged.PropertyChanged</code> and <code>INotifyCollectionChanged.CollectionChanged</code> events in your viewmodel. </p>
"
1891199,37447734,4188683.0,2016-05-25T21:13:52Z,37331220,0,"<p>My current solution is whenever I delete and create a new <code>window.jpg</code>, I set my <code>Image.Source</code> property with the <code>Image.Source</code> property <em>initialization mentioned in the question</em>.</p>
"
1401979,26938643,115145.0,2014-11-14T20:51:23Z,26938310,18,"<p>Your original code was downloading the full image, loading the full image into memory, then having Android scale the image down to fit your <code>ImageView</code>.</p>

<p>In this case, you do not need the full image in memory -- you need something closer in size to what the <code>ImageView</code> is.</p>

<p><code>fit()</code> on Picasso handles this. It uses <code>inSampleSize</code> on <code>BitmapFactory.Options</code> to downsample the image as it is being loaded into memory, to get you something around the size of the <code>ImageView</code>, letting Android scale from there. This will significantly reduce the memory footprint of each image, particularly depending on how big of an <code>ImageView</code> you are using.</p>
"
1914640,37965399,4385211.0,2016-06-22T10:31:41Z,26938310,0,"<p>Should like this </p>

<pre><code>Picasso.with(mContext).load(getUrl()).fit().placeholder(R.drawable.placeholder)
        .into(viewholder.image);
</code></pre>
"
1922446,38138778,1530814.0,2016-07-01T06:46:47Z,33731300,0,"<p>This may very well be a product defect. You need to open an IBM support ticket (PMR) in order to have this investigated and possibly corrected.</p>
"
436471,7626840,953595.0,2011-10-02T14:08:28Z,7625630,0,"<p>Why not just use Rails sacffolding?</p>
"
477689,8377801,386944.0,2011-12-04T19:02:45Z,7625630,0,"<p><a href=""https://github.com/mcasimir/document_form"" rel=""nofollow"">https://github.com/mcasimir/document_form</a></p>

<blockquote>
  <p>gem document_form</p>
</blockquote>

<p>It's a fork from <a href=""https://github.com/justinfrench/formtastic"" rel=""nofollow"">https://github.com/justinfrench/formtastic</a> i've made, just moved to Mongoid 2.</p>

<p>Model</p>

<pre><code>  class Person
    include Mongoid::Document
    include Mongoid::MultiParameterAttributes

    validates_presence_of :name

    field :name
    field :secret,            :private =&gt; true
    field :birthday,          :type =&gt; Date
    field :department_number, :type =&gt; Integer, :range =&gt; 1..10

    field :description,       :long =&gt; true
  end
</code></pre>

<p>View</p>

<pre><code>    &lt;% document_form_for @object do |f| %&gt;
      &lt;%= f.inputs %&gt;
      &lt;%= f.buttons %&gt;
    &lt;% end %&gt;
</code></pre>

<p>This is a basic example: here the form builder will render the fields in the same order they are declared, skipping those who have <code>:private =&gt; true</code>.</p>

<p>If you are not in a hurry and you want something more flexible you can always specify fields ad options using the same syntax as formtastic, something like this:</p>

<pre><code>  &lt;% f.inputs do %&gt;
    &lt;%= f.input :title %&gt;
    &lt;%= f.input :published, :label =&gt; ""This post is published"" %&gt;
    &lt;%= f.input :section_id %&gt;
    &lt;%= f.input :image_filename, :hint =&gt; ""540x300"" %&gt;
  &lt;% end %&gt;
</code></pre>

<p>If you'll decide to give it a  try it i will appreciate any sort of feedback.</p>
"
1430219,27553574,3037361.0,2014-12-18T18:46:09Z,27552620,1,"<p>This works in IE:</p>

<pre><code>&lt;!DOCTYPE html&gt;
&lt;html&gt;
    &lt;head&gt;
        &lt;link rel=""stylesheet"" href=""""&gt;
        &lt;meta charset=""utf-8""&gt;
        &lt;meta name=""author"" content=""Antonio Bueno""&gt;
        &lt;title&gt;Button Problems&lt;/title&gt;
        &lt;style&gt;
            a {background-color: red; color: #FFF; padding: 10px;}
            a.active {background-color: blue;}
        &lt;/style&gt;

        &lt;script&gt;
            window.onload = function(){
                var some_button = document.getElementById(""some_button"");

                if(some_button.addEventListener){
                    some_button.addEventListener(""click"", DisplayButton, false);
                } else {
                    if(some_button.attachEvent){
                        some_button.attachEvent(""onclick"", DisplayButton);
                    }
                }
            }

            function DisplayButton(){
                var some_button = document.getElementById(""some_button"");
                var another_button = document.getElementById(""another_button"");

                if(some_button.className == """"){
                    some_button.className = ""active"";
                    another_button.style.display = ""none"";
                } else {
                    some_button.className = """";
                    another_button.style.display = ""inline-block"";
                }
            }
        &lt;/script&gt;
    &lt;/head&gt;

    &lt;body&gt;
        &lt;a id=""some_button"" class=""""&gt;Click on me&lt;/a&gt;
        &lt;input id=""another_button"" type=""submit"" value=""example"" /&gt;
    &lt;/body&gt;
&lt;/html&gt;
</code></pre>
"
1051552,19565377,2354060.0,2013-10-24T12:01:08Z,19565300,0,"<p>In the custom UITabBar view controller in viewDidLoad</p>

<pre><code>  [self.tabBar setHidden:YES];
  [self.view addSubview:self.viewButton]; // you custom buttons array view
</code></pre>
"
1051573,19565997,1597744.0,2013-10-24T12:29:55Z,19565300,2,"<p>You can do something like this,</p>

<pre><code> for(UIView *view in self.tabBarController.view.subviews)
    {
        if([view isKindOfClass:[UITabBar class]])
        {
            [view setFrame:CGRectMake(view.frame.origin.x, 1024, view.frame.size.width, view.frame.size.height)];
        }
        else
        {
            [view setFrame:CGRectMake(view.frame.origin.x, view.frame.origin.y, view.frame.size.width, 1024)];
        }

    }
</code></pre>

<p>Note: this is tested in ios 6 and earlier versions, so if you want to run in ios 7 and more set frame and some flag for frame.</p>
"
1201362,22626568,1049134.0,2014-03-25T06:01:29Z,19565300,0,"<p>Apple's implementation is more elegant as it stretches the <code>UITabBarController</code> view size enough to get its <code>tabBar</code> outside the screen, and at the same time it will automatically stretch the views of the contained view controllers.</p>

<p>If you just hide your tab bar, either there is no content ""under it"" (your gray space) or it won't recognize taps.</p>

<p>You should better subclass <code>UITabBar</code> and draw it a you like but still let <code>UITabBarController</code> show and hide it properly for you.</p>

<p><strong>Edit:</strong></p>

<p>Just realized that hiding the tab bar is not in the default SDK but in a <a href=""http://stackoverflow.com/questions/21456166/ios-7-hide-tabbar-issue/22626639#22626639"">category</a> I made long time ago.</p>

<p>Anyway stretching <code>UITabBarController</code>'s view frame seems to me the most elegant way to ""hide"" the tab bar (actually move it away from the screen) as you don't have to deal with subviews or hunt down the tab bar frame directly.</p>

<p>Related to <a href=""http://stackoverflow.com/questions/21456166/ios-7-hide-tabbar-issue/22626639#22626639"">this</a> question.</p>
"
37986,676952,23354.0,2009-03-24T11:15:02Z,676940,2,"<p>It really depends on whether you make use of external references. You can always write your own <code>XmlResolver</code>, allowing it to work with the files that you <em>do</em> have (I have one that reads known files from resx for example).</p>

<p>But the simplest option is just to disable it... and of course your unit tests will quickly identify any problem ;-p</p>
"
710719,12749557,920539.0,2012-10-05T15:35:46Z,676940,2,"<p>You will have problems disabling external references if the XML being parsed uses entities that are defined in the referenced DTD:</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;!DOCTYPE sample SYSTEM ""./sample.dtd""&gt;
&lt;root&gt;&amp;text;&lt;/root&gt;
</code></pre>

<p>where <code>&amp;text;</code> is defined in <code>sample.dtd</code>. If you disable external references this XML will fail to load with an error <code>Reference to undeclared entity 'text'</code></p>

<p>Another case is if your XML contains an in-line DTD with entities defined externally:</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;!DOCTYPE dtd_sample[
  &lt;!ENTITY text SYSTEM "".\text.txt""&gt;
]&gt;
&lt;root&gt;&amp;text;&lt;/root&gt;
</code></pre>

<p>In this case the XML parses correctly, but <code>&amp;text;</code> is empty instead than being the content of the <code>text.txt</code> file.</p>

<p>Both cases are pretty rare - especially the second one, so you should be OK.</p>

<p>Validation is usually not a problem: by default <code>XmlReader</code> does not do any validation, so even if it cannot load the relavant DTD/XSD this does not make any difference.</p>

<p>All this holds true using .NET 4.0, I did not test with other versions of the framework.</p>
"
710781,12750595,1168070.0,2012-10-05T16:45:00Z,676940,3,"<p>Another way to avoid connecting to the W3C site is to use <a href=""http://msdn.microsoft.com/en-us/library/system.xml.resolvers.xmlpreloadedresolver.aspx"" rel=""nofollow""><code>XmlPreloadedResolver</code></a>. The <code>XmlPreloadedResolver</code> contains a number of ""well-known"" DTDs and (AFAIR) schemas embedded and whenever your xml contains a reference to one of these the resolver will serve it without trying to connect anywhere. </p>
"
385568,6708939,514749.0,2011-07-15T14:52:59Z,6708920,6,"<p>I believe you should wildcard permission URLs, also <code>www.</code> is a different domain:</p>

<pre><code>""http://mafre.com/*"",
""http://www.mafre.com/*"",

""http://eee.se/*"",
""http://www.eee.se/*"",

""http://ilaafire.net/*"",
""http://www.ilaafire.net/*"",

""notifications"",
""tabs""
</code></pre>

<p>Currently you only have access to exactly <code>http://mafre.com/</code>.</p>
"
1049662,19527286,749657.0,2013-10-22T20:06:23Z,19525370,0,"<p>How about you return something  instead so you don't have that huge stack of interconnected functions ? </p>

<pre><code>function ch1():void {
   return true
}

 function ch2():void {
   return true
}

function myAnim(){
      var ani1 = ch1();
      var ani2 = ch2();
}
</code></pre>
"
1049805,19530289,1298129.0,2013-10-22T23:46:19Z,19525370,2,"<p>Using events is a better way to deal with sequences like yours, but in some simple cases you can just delay each call a little so you can be sure they will not run in the same time and cause freezing your swf , try to use something simple like <code>setTimeout</code> and see the results, if it is not good then you should try useing the events as you have described in your question .</p>

<pre><code>var nextCallDelay:Number = 20; // in milliseconds, change it to fit your needs

function ch1():void {
    var someVar:uint;
    function doThis();
    ...
    ...
    setTimeout(ch2, nextCallDelay);
}
function ch2():void {
    var someOtherVar:String;
    function doThat();
    ...
    ...
    setTimeout(ch3, nextCallDelay);
}
function ch3():void {
    var evenMoreVar:Number;
    function doMore();
    ...
    ...
    setTimeout(ch4, nextCallDelay);
}
</code></pre>
"
378270,6576673,114770.0,2011-07-04T22:54:02Z,6576260,3,"<p>I can't take credit for it, but the <a href=""http://www.php.net/manual/en/mysqli-stmt.bind-result.php#92505"" rel=""nofollow"">PHP manual</a> has a nice solution (pasted verbatim):</p>

<pre><code>&lt;?php

// blah blah...
call_user_func_array(array($mysqli_stmt_object, ""bind_result""), $byref_array_for_fields);

// returns a copy of a value
$copy = create_function('$a', 'return $a;');

$results = array();
while ($mysqli_stmt_object-&gt;fetch()) {
    // array_map will preserve keys when done here and this way
    $results[] = array_map($copy, $byref_array_for_fields);
}
</code></pre>
"
431122,7528848,886555.0,2011-09-23T12:21:33Z,6576260,-1,"<p>I really don't see the point of putting your item id's and item names in different arrays, you're breaking up a single object in two collections for ??? no reason . yes.</p>

<p>So, going back to this, what you should be doing is :</p>

<pre><code>$items[$i]['var1']=$var1;

$items[$i]['var2']=$var2;
</code></pre>

<p>But this of course is still not very good.</p>

<p>The correct solution is to have a function that maps your mysqli result to an array so you can directly start working on that, whatever the query, here's mine - works in a few db's but not all are up to date at the moment :</p>

<pre><code>function connectmysqldb($database,$host,$port,$user,$password){
    global $conn;
    $conn=mysqli_connect($host, $user, $password, $database,$port);
    if (!$conn){ 
        die('Error: Could not connect: ' . mysqli_connect_error()); 
    } 
    return $conn;
}

function connectpgdb($database,$host,$port,$user,$password){
    $connectString = 'host=' . $host . ' port=' . $port . ' dbname=' . $database . ' user=' . $user . ' password=' . $password; 
    $conn = pg_connect ($connectString); 
        if (!$conn) 
        { 
        die('Error: Could not connect: ' . pg_last_error()); 
        } 
    return $conn;
}

function connectmssqldb($dbname,$host,$port,$uid,$pw){
    $connectionOptions = array(""UID""=&gt;$uid,""PWD""=&gt;$pw);
    $conn = sqlsrv_connect( $host, $connectionOptions);
    if (!$conn) 
        { 
        die('Error: Could not connect: ' . print_r( sqlsrv_errors(), true)); 
        } 
    return $conn;
}
function sqlec($query,$dbtype,$dbname,$host,$port,$uid,$pw){
    switch($dbtype){
            default:
                $res=""Database Type not Recognized : $dbtype"";
                break;

            case ""mysql"":
                global $conn;
                if(!isset($conn)){
                    $conn=connectmysqldb($dbname,$host,$port,$uid,$pw);
                }
                $clone=mysqli_multi_query($conn,$query); 
                if(!$clone){
                    die('Error:  ' . mysqli_error($conn)); 
                }else{
                    $clonearray=array();
                    $i=0;
                    if ($clone = mysqli_store_result($conn)) {
                        while ($row = mysqli_fetch_assoc($clone)){
                            $clonearray[$i]=$row;
                            $i++;
                        }
                        mysqli_free_result($clone);
                    }
                    $res=$clonearray;
                }
                break;

            case ""postgres"":
                $conn=connectpgdb($dbname,$host,$port,$uid,$pw);
                $clone=pg_query($conn,$query); 
                if (!$clone) 
                { 
                    die('Error:  ' . pg_last_error()); 
                }else{
                    $clonearray=array();
                    $i=0;
                    while ($row = pg_fetch_row($clone)) 
                        {
                        $count = count($row);
                        $y = 0;
                        while ($y &lt; $count)
                            {
                            $c_row = current($row);
                            $clonearray[$i][pg_field_name($clone,$y)] = $c_row;
                            next($row);
                            $y = $y + 1;
                            }
                        $i = $i + 1;
                        }
                    pg_free_result($clone);
                    pg_close($conn);
                    $res=$clonearray;
                }
                break;

            case ""mssql"":
                $conn=connectmssqldb($dbname,$host,$port,$uid,$pw);
                $res=sqlsrv_query($conn,$query);
                if (!$res)
                {
                     die( ""Error in statement execution.\n"".print_r( sqlsrv_errors(), true));
                }else{
                    $i=0;
                    $sqlsarray=array();
                    while( $row = sqlsrv_fetch_array( $res, SQLSRV_FETCH_ASSOC))
                    {
                        if($i==0){
                        $arrk=array_keys($row);
                        }
                        $j=0;
                        while($j&lt;count($arrk)){
                            $sqlsarray[$i][$arrk[$j]]=$row[$arrk[$j]];
                            $j++;
                        }
                        $i++;
                    }
                    $res=$sqlsarray;
                }
                break;
    }
    return $res;
}


function local_sqlec($query){
    global $db_server;
    global $db_db;
    global $db_port;
    global $db_username;
    global $db_password;
    return sqlec($query,""mysql"",$db_db,$db_server,$db_port,$db_username,$db_password);
}           
</code></pre>

<p>Which I use like this :</p>

<pre><code>$r=local_sqlec(""SELECT test1,test2 FROM test"");
$i=0;
echo ""last id ="".($r[0]['test1']).""&lt;br&gt;"";
echo ""Row count ="".($r[0]['test2']).""&lt;br&gt;"";

while($i&lt;$r[0]['test2']){
    echo ""inserted id ="".($r[0]['test1']+$i).""&lt;br&gt;"";
    $i++;
}
</code></pre>
"
174526,2976637,47493.0,2010-06-04T18:11:36Z,2960720,1,"<p>The best answer is that it really depends on what game you make. If you want the graphics to be different, go for it. Otherwise, it is typical to use one set of graphics and maybe just organize the on-screen GUI differently. The screen is really just a viewport into the game world, and as its shape changes (from tall to wide), it should not affect the physics of the world; unless of course you WANT it to change the physics rules. It's really dependent on what game you are making.</p>
"
